time	e1	e2	Y	X
67	-.7269634008407593	-.2160615175962448	-.77700186	-.15274556
68	-.4719958901405334	-1.378829598426819	-.62872368	-1.1138525
69	.5888495445251465	.1724100112915039	.95715868	.089743733
70	.2338526546955109	-.0533476211130619	.4761284	-.40928799
71	-.6359429359436035	-.2942647933959961	-.28846043	-.60750258
72	.3597901463508606	.3877162635326385	.5770033	.32084966
73	1.041920065879822	1.358941555023193	1.0545962	1.2243952
74	-1.031067132949829	-1.1842280626297	-1.3268858	-1.238748
75	.2245446592569351	-.8583347201347351	.44585288	-.6992048
76	-3.21790885925293	-2.859146356582642	-2.7345505	-3.2472489
77	-.136315256357193	.5182337760925293	.66694403	.63787931
78	.3730734586715698	1.032016634941101	.254217	.95660281
79	-.4330618977546692	-.4594324231147766	-.83509821	-.27413839
80	1.418919086456299	.3189116418361664	1.3054588	.57070941
81	.0527922101318836	.9612387418746948	.15907514	.61026806
82	-.1469762474298477	-.3007123172283173	-.40438774	-.18126196
83	.865237832069397	2.412671327590942	.83455247	2.5200479
84	-.787632942199707	.24433633685112	-1.7972912	.66652972
85	-1.652080297470093	-.7135226130485535	-2.5245326	.20535277
86	-.0293639041483402	-.1730544716119766	-.88940006	.89836437
87	-2.243862867355347	-1.870027422904968	-2.9598651	-1.2447581
88	-.2996832132339478	.0491518154740334	-.56526369	.8596704
89	-.4705126285552979	.3624253571033478	-1.069927	.84643197
90	.0023159687407315	-.0276268813759089	-.74187809	.65427351
91	.6715717315673828	1.345157265663147	.12187155	1.8381906
92	-1.609707117080688	-1.936554312705994	-2.4922409	-1.4338458
93	-.6880802512168884	.2933974266052246	-.71882963	.86014009
94	-.544718861579895	-.3183980584144592	-1.1904378	.22717582
95	-.7130303382873535	.1103561818599701	-1.1837496	.65468407
96	1.506731986999512	.9270457625389099	.82426506	1.5969508
97	.9514927864074707	1.242980241775513	.40029693	1.3923595
98	.1901549994945526	.1125159934163094	-.38593566	.37010506
99	1.202950358390808	1.316176414489746	.90211713	1.5815822
100	2.606215238571167	2.263445377349854	2.0860593	2.3770733
101	-.614485502243042	-1.224523663520813	-1.1772044	-1.3458254
102	1.860557913780212	.6838473677635193	2.1803093	.75098151
103	-.2571013867855072	-.4549418091773987	.021500647	-1.1017711
104	-.5108758807182312	.101807489991188	.046459872	-.2373241
105	-.7858009338378906	-.2883988618850708	-.65320092	-.37818003
106	-.3352831304073334	.3484121263027191	-.3421534	.4962385
107	-.4850596189498901	-.8958300352096558	-.83582491	-.61009711
108	-1.2403165102005	-.110106848180294	-1.1860154	.041193981
109	.8704489469528198	.8674598336219788	.49404734	1.3542242
110	-.0173599701374769	-.8205708265304565	-.54625785	-.6119225
111	1.768744230270386	.7460241317749023	1.9108281	.78095055
112	-.4094569087028503	-.5747916102409363	-.22668375	-1.1048377
113	-.6902835369110107	.1429324597120285	-.20586984	-.097845338
114	-.9673094153404236	-.6144009232521057	-.98014772	-.56140661
115	-2.02157735824585	-1.700069665908813	-2.0349183	-1.4764326
116	1.181403756141663	.7955217957496643	1.3091445	1.1665593
117	.9124372005462646	1.939519882202148	.72190088	1.7658299
118	-2.185006141662598	-2.066538095474243	-2.8513508	-1.8255495
119	.9088215827941895	1.060058355331421	.96619111	1.6529338
120	-1.009191155433655	-.022137988358736	-1.5458007	.087265715
121	.590046226978302	-.0027748448774219	.082673162	.64172512
122	.5971413254737854	-.4007008075714111	.3010807	-.24125254
123	-1.647566795349121	-2.152369022369385	-1.4366163	-2.3451772
124	-1.148712992668152	-3.029685020446777	-.40710929	-3.1585917
125	-.0594595447182655	.9367595314979553	1.3977035	.15202573
126	-.0545377172529697	1.752174615859985	.28876048	1.2387009
127	-.1678440421819687	-1.055230259895325	-.70056635	-.79912418
128	-.5688849687576294	-.474210798740387	-.37949279	-.43372151
129	.2996863424777985	-.1444485932588577	.40269926	-.12276793
130	-.1210338696837425	.0018892540829256	.061159875	-.19602083
131	-2.014072179794312	-.3841539323329926	-1.8977138	-.46742412
132	-.5642818212509155	.2536938488483429	-.89988387	.8725521
133	-1.226035714149475	-.0174117628484964	-1.932277	.60430741
134	.6767082214355469	.9688971042633057	-.20512858	1.9231001
135	.1856947243213654	.2194151133298874	-.83739388	.87839657
136	2.091645002365112	1.369534611701965	1.4012285	1.9680111
137	-.8494244813919067	-.4238883554935455	-1.4130615	-.39397642
138	-.8536292910575867	-.0878944247961044	-1.0805595	.35913724
139	.5746796131134033	.1378426402807236	.070943147	.67780763
140	-.6478487849235535	-.4718546569347382	-.96546966	-.29688963
141	-.8133084774017334	-1.069317698478699	-.95450455	-.77219671
142	-.3801723718643188	-.9652581810951233	-.28042537	-.81511539
143	1.069156408309937	-.225627213716507	1.3925865	-.3579917
144	.9284887909889221	-1.103239059448242	1.5252606	-1.7676711
145	-.2620213627815247	.434333473443985	1.0793923	-.70607209
146	.8345144987106323	1.087197303771973	1.5113683	.44361874
147	.0099237523972988	.8681612610816956	.24152486	.39669958
148	1.297520160675049	-.1358270198106766	1.1716279	-.11342709
149	1.389477133750916	1.855585217475891	1.7976791	1.352906
150	-.5846319794654846	.1550040543079376	-.72178125	-.15819578
151	-.4651928246021271	-.0857876762747765	-.6026293	.15546609
152	.0801156386733055	.757111668586731	-.17840619	1.0448033
153	.340158075094223	.2333651483058929	-.23576541	.61816859
154	-.6534074544906616	.7000731229782104	-1.0332214	.97982985
155	-.2482205182313919	.6760210990905762	-1.0481019	1.3832586
156	.3127740919589996	-.6231299042701721	-.69328576	.21108843
157	.6407730579376221	.6157474517822266	.32724312	.95638829
158	-2.680089473724365	-1.666648507118225	-3.0601106	-1.5106293
159	.63121098279953	.9507349729537964	.46849245	1.7215904
160	.4354093968868256	.1477900147438049	-.28483808	.47687015
161	1.656224727630615	1.792832016944885	1.3323382	2.0498283
162	.4137770533561707	.8117584586143494	-.21143563	.89377165
163	1.455172777175903	1.137097835540771	.94485629	1.4898036
164	.6767642498016357	.4008098542690277	.21531937	.4698084
165	-2.445082664489746	-1.574528217315674	-2.615391	-1.5197134
166	.6460763216018677	.5653389692306519	.62131572	1.1555814
167	.8401889801025391	1.411750674247742	.44879302	1.5098988
168	1.065169334411621	-.4884896576404572	.44485784	-.21503723
169	-1.329390525817871	-.7847831845283508	-1.0884145	-1.0272375
170	.5391570925712585	.8825993537902832	.72625148	1.0097939
171	-.233325719833374	-.1234429106116295	-.52034724	-.11100534
172	.5968156456947327	1.112243056297302	.49621415	1.2870804
173	-.2264111936092377	-.5195767879486084	-.72108716	-.33193833
174	.6107397079467773	1.166324257850647	.56038272	1.3551776
175	-.2132933884859085	-.2528883516788483	-.72276741	-.070488147
176	-1.03568422794342	-.1355608999729156	-1.2172704	.13239962
177	-.3206576108932495	-1.047115564346313	-.75203854	-.52048755
178	1.055189251899719	.6978014707565308	1.0898215	.84247065
179	-.0397938340902328	.8670938611030579	-.13408272	.6839065
180	-.6658267974853516	-.5145419836044312	-1.0480049	-.25573695
181	-.9548236131668091	-.4004048705101013	-1.1413566	-.05792401
182	-.1895006000995636	-.8442668318748474	-.50294554	-.40510139
183	-1.404305458068848	-.7908762693405151	-1.3526385	-.71122849
184	.6313429474830627	.9270446300506592	.58116567	1.2547314
185	-1.07452654838562	-1.208559393882751	-1.5275426	-1.0646062
186	.6807460188865662	.5403813123703003	.75478631	.83201647
187	-.4044435322284698	.6819690465927124	-.5940159	.62965947
188	1.618652105331421	.4784146547317505	1.1256176	.90491885
189	.0657201930880547	.9196944236755371	-.049053945	.74092305
190	.2464114725589752	-1.670477628707886	-.13876623	-1.4285791
191	-1.316032528877258	-.6126176714897156	-.64337283	-.98568493
192	.0992926806211472	1.340347290039063	.39912331	1.301991
193	1.460272669792175	1.392150044441223	.92901415	1.623098
194	-1.000038385391235	-1.228578805923462	-1.5328832	-1.113255
195	-1.10541570186615	-1.728639483451843	-1.0086532	-1.4494628
196	-.244828000664711	-.7561230063438416	.17730744	-.78750056
197	-.9031910300254822	-.4430192708969116	-.45624852	-.7501924
198	-.1232139691710472	.2453164309263229	.11500768	.20275812
199	.7894306778907776	1.091194748878479	.72255391	1.1060191
200	-1.294290065765381	-.8631258010864258	-1.6305335	-.82034165
201	.6917609572410583	.7760248780250549	.61277175	1.1821358
202	1.114459156990051	.4370101094245911	.70722276	.54654217
203	-2.306713342666626	-1.193814158439636	-2.3678176	-1.3127406
204	-.2921142578125	-1.054113626480103	-.34608927	-.50080872
205	1.810242056846619	.4647000730037689	1.9568197	.45289317
206	.2812315821647644	.5458604693412781	.64183092	-.10099944
207	2.142001628875732	1.76679003238678	2.3850505	1.4797578
208	-.5647308230400085	-.805296778678894	-.58909458	-1.3153896
209	.4935814440250397	.5956348180770874	.97454786	.43665576
210	-.9057138562202454	-1.539402008056641	-.83167738	-1.7982244
211	-.8274933099746704	-.5800269246101379	-.1778843	-.78682333
212	1.306392073631287	1.848488807678223	1.6464385	1.6835955
213	-1.09723961353302	-.1184031590819359	-1.4451058	-.27189988
214	-.0895829722285271	-.9601704478263855	-.38716477	-.46369809
215	-.1949719488620758	.3353956341743469	-.079272337	.35115212
216	-.043058767914772	-.5688294768333435	-.24241653	-.43177491
217	.6428951025009155	.883978545665741	.78605759	.85141265
218	.3994436860084534	.402811586856842	.20955464	.34381235
219	-.2371125966310501	.0387730300426483	-.34615237	.058094878
220	-1.66912829875946	-1.294289350509644	-1.8020215	-1.1384
221	-1.303175091743469	-1.440020442008972	-1.2745816	-1.0607319
222	-.0338583514094353	-.1429436951875687	.11413313	.048669361
223	.4437250792980194	-.6022733449935913	.45363033	-.63332582
224	1.056634068489075	.8892033696174622	1.5093861	.51775348
225	.5697471499443054	-.1586784422397614	.76368624	-.6071068
226	-.5975325703620911	-.6763189435005188	-.064873293	-1.1639255
227	.7723380923271179	.8376883864402771	1.3348389	.51446003
228	-.496986985206604	-.6026068329811096	-.35376534	-.98220438
229	.2664720118045807	.8720036149024963	.65144461	.71884847
230	-.5198730826377869	-.1169123873114586	-.68386394	-.1618357
231	-.9717938303947449	-.7466815114021301	-1.0960351	-.52168667
232	-1.442037582397461	-.0936423093080521	-1.5100048	.18826574
233	-.4132413268089294	-.0027360809035599	-.96037561	.65774554
234	.3053430914878845	.2075681686401367	-.31164235	.78904206
235	-2.018442153930664	-.5196201205253601	-2.5064559	-.15825057
236	.1549695283174515	.2949693202972412	-.51784194	1.2500765
237	.5376038551330566	.6105244755744934	-.24278699	1.1926842
238	1.792354345321655	.6989515423774719	1.1231762	1.1538715
239	-.7361019849777222	.5446813702583313	-.97608489	.44157234
240	.9876444935798645	.8801692128181458	.47403285	1.4030749
241	1.806898832321167	1.041226744651794	1.2475712	1.272536
242	-.5411871671676636	-.3363812565803528	-.80318379	-.45364892
243	.3597733378410339	.8012251853942871	.34564266	.986404
244	-1.755561828613281	-2.125605583190918	-2.145071	-1.9679414
245	.4301120936870575	.6914553642272949	.77056146	.95910138
246	-.005834701936692	-.2902151346206665	-.25421697	-.3107093
247	.4447461366653442	.0819046869874001	.52383572	.090378687
248	-.0561219044029713	-.2162976115942001	.055839468	-.3987183
249	-.6170232892036438	-.4015704393386841	-.40091231	-.5435217
250	.283066064119339	1.100228190422058	.43455321	1.0975366
251	-.171376496553421	-.2641258835792542	-.58977884	-.10868619
252	-1.001387596130371	-.1704882234334946	-1.1239781	.032817453
253	-1.594735264778137	-.7130417227745056	-1.9483374	-.25360522
254	-.3776233494281769	-.1979593634605408	-.83532196	.50529402
255	1.181312680244446	.6725966930389404	.67806906	1.1583136
256	.0274456907063723	-.1479236036539078	-.34829041	-.071657136
257	1.369905352592468	.8894333839416504	1.3012468	1.0072525
258	-.8648146390914917	-1.262739777565002	-.97806686	-1.4810628
259	1.155850648880005	.6801028847694397	1.602962	.62701082
260	-.0478370115160942	-.2362787276506424	.11954618	-.68936026
261	-1.151419878005981	-.36899733543396	-.77087587	-.62362391
262	-.305197536945343	-.1268400251865387	-.22464834	-.005576849
263	1.574249505996704	1.278302431106567	1.5096434	1.3664887
264	.3703801333904266	.2833479344844818	.14002882	.089437172
265	-.2826255857944489	1.107013702392578	-.28533554	1.0778333
266	-.8274989128112793	-.0300388373434544	-1.4520162	.40744537
267	-.1531042009592056	-.6822617650032043	-.79243177	.020778339
268	-1.473498940467834	-1.408261656761169	-1.7216177	-1.0850555
269	.1720499843358994	.6033873558044434	.19809242	.96651781
270	-.3384257555007935	-.6285095810890198	-.76225692	-.41779122
271	.8923253417015076	-.1079557612538338	.87254387	.071609639
272	-.1564684808254242	.3734733164310455	.069489859	.045938659
273	-2.527048110961914	-1.416316151618958	-2.5291705	-1.4303305
274	1.737900137901306	1.414108395576477	1.6943142	1.9966774
275	1.439230918884277	.2036971151828766	.9491865	.12497464
276	.5860421061515808	1.098428249359131	.80831075	.75624603
277	-.5978242158889771	-.8230152130126953	-.73345399	-.91946572
278	2.103067874908447	1.621895790100098	2.3427646	1.6394377
279	-1.883658289909363	-.5189541578292847	-2.0005476	-.96422869
280	.1335260272026062	-.6308770775794983	.015476078	-.11992662
281	1.55139422416687	.7265065908432007	1.6160004	.68433815
282	-1.049906969070435	-.2543685138225555	-.90727592	-.69546723
283	.9167848229408264	.1553020775318146	.99233568	.30957228
284	2.52051305770874	1.672725558280945	2.6634276	1.368663
285	.7168143391609192	-.5494329929351807	.83151114	-1.2042052
286	-.2430357933044434	-.9038529992103577	.60852015	-1.597719
287	-.7514587640762329	-1.168830513954163	.22995676	-1.8915542
288	1.269136309623718	-.3959031105041504	2.2839005	-1.0553521
289	-.4231776893138885	-.9250677227973938	.7896685	-2.1552336
290	2.287605285644531	1.131327986717224	3.6021225	.16889051
291	.4719555079936981	1.565067291259766	1.468147	.17488542
292	.0709190145134926	1.597800135612488	.42392042	1.063007
293	1.742054224014282	1.730292797088623	1.3377268	1.8796268
294	-2.999594449996948	-2.544846057891846	-3.5380898	-2.5160487
295	.9708979725837708	1.541248679161072	1.1674954	2.2016699
296	.5097166299819946	.9516851305961609	-.24086973	1.145188
297	.1706619113683701	-.5547246336936951	-.47419301	-.11482035
298	.2856318056583405	.8180028796195984	.20078407	.973234
299	-.7919920682907104	-.5494695901870728	-1.2183739	-.33781302
300	.4098699688911438	.5718563795089722	.21326432	.95786202
301	1.102291226387024	-.424314558506012	.68733948	-.22226168
302	-1.451233625411987	-.9543218612670898	-1.1339009	-1.2959361
303	-.4888102412223816	-.3007928431034088	-.18101245	-.23601332
304	-1.38142192363739	-.6574636697769165	-1.317719	-.65586269
305	-.6867220997810364	-.9040626287460327	-.75410646	-.57373387
306	-1.457915544509888	-.9880774617195129	-1.3972806	-.85855502
307	.8728745579719543	.6638736128807068	.88296789	.96521932
308	.7887110710144043	.3308463096618652	.57099175	.26722494
309	.3894242346286774	-.4718908667564392	.4271093	-.62012011
310	-.1803499758243561	.9004024863243103	.25784287	.54352272
311	2.507236003875732	1.783712863922119	2.3128276	1.8436326
312	-.0437266901135445	-.3917814195156097	-.27169469	-.76382267
313	-.910209059715271	.5690712928771973	-.60980612	.44860238
314	.6119540333747864	1.512970328330994	.20471101	1.8914735
315	.9970571398735046	.1055272147059441	.11273368	.5910849
316	.7187609672546387	.1688457429409027	.45703861	.30107775
317	.8081009984016418	-.4941200315952301	.79467368	-.58661216
318	1.232736825942993	.1288144290447235	1.7644451	-.36503869
319	-1.807033658027649	-1.467632174491882	-1.0951807	-2.2829218
320	-.9624580144882202	-1.028088688850403	-.14955135	-1.2748929
321	-.6238794326782227	-.0332156121730804	-.031298373	-.35586295
322	-.4821891784667969	-1.034331202507019	-.31364721	-1.1285708
323	1.673682570457458	1.190323352813721	2.1438737	.977211
324	.2047762274742126	.5633591413497925	.35933283	-.0010270358
325	-.2939610183238983	-.1771720200777054	-.18564765	-.32121328
326	2.285181522369385	2.248731851577759	2.3900938	2.2266269
327	-1.851877927780151	-1.10742199420929	-2.2481632	-1.3954715
328	1.032171368598938	.5951389670372009	1.0554581	1.0757629
329	-.8290965557098389	.1463010609149933	-1.0503405	.046846695
330	.8863387703895569	-.0867079868912697	.54781324	.34748223
331	1.722538352012634	1.509100079536438	1.7131412	1.3942194
332	-1.834222078323364	-.3379120230674744	-2.0173893	-.60490268
333	-1.055256724357605	-.639010488986969	-1.3580222	-.013525575
334	.7526054978370667	-.1003135144710541	.35196161	.43883771
335	-1.43565833568573	-1.791005969047546	-1.5494887	-1.8001393
336	-.9005138278007507	.9380701184272766	-.46529078	1.0178238
337	.5247310996055603	.8738351464271545	-.12376805	1.3652986
338	-1.222119927406311	-.7819616198539734	-1.9418997	-.3228648
339	-1.779128432273865	-.8837871551513672	-2.2002659	-.20388673
340	1.191957235336304	1.454370975494385	.63382083	2.2733114
341	-.2009880244731903	-1.121149778366089	-1.1474974	-.69268471
342	-.3376467823982239	-.5032663941383362	-.33555365	-.25207284
343	-1.335778474807739	-.7310826778411865	-1.3104081	-.67248309
344	.1928943395614624	.4381323754787445	.13601345	.76055068
345	-.4770311117172241	.1566131860017776	-.81650239	.33037302
346	.3884801268577576	-.0549934357404709	-.0216571	.37071943
347	-1.50753116607666	-1.286182761192322	-1.699388	-1.1663041
348	-.594832181930542	-.4658292531967163	-.52149653	-.13596527
349	-.2461188137531281	-.6832239627838135	-.33458513	-.51541495
350	1.611801505088806	.502106785774231	1.7691334	.48131636
351	.9596624970436096	1.25673770904541	1.2497443	.69347924
352	1.267599940299988	.3878051936626434	1.2957836	.095951244
353	-.1235264912247658	-1.445513606071472	.21723297	-1.9350417
354	.8268910646438599	.3494190275669098	1.8595818	-.31798667
355	1.847823858261108	.1439469456672668	2.5646918	-.6952818
356	-.4280025064945221	-.4536275863647461	.68904591	-1.6880889
357	-.2852737903594971	-.3114387691020966	.76548445	-1.0934838
358	-1.569545984268188	-1.202073574066162	-.79315877	-1.8363125
359	-.4373747706413269	-.6841562986373901	.24283387	-.91778654
360	1.262863516807556	1.701834082603455	1.7946069	1.3293645
361	.4182371497154236	1.597966074943542	.29193696	1.2789327
362	.0317334830760956	-.9670635461807251	-.52015179	-.70015854
363	.6838060021400452	-.593255877494812	.87783974	-.59524274
364	.3207868337631226	.0065609547309577	.88176012	-.52314776
365	1.256733894348145	.1065269410610199	1.7828358	-.40312144
366	-1.141558766365051	-.9987035393714905	-.40514728	-1.8327743
367	-.9632614254951477	-.8495979905128479	-.16841847	-1.2373713
368	-1.376778125762939	-2.357073307037354	-.80861801	-2.6609173
369	-.3998973965644836	-.8063696622848511	.68797582	-1.2811977
370	1.736075043678284	1.558725237846375	2.5830667	.89917558
371	-.6119789481163025	.5607318878173828	-.28664672	-.20274211
372	2.566394805908203	1.951712608337402	2.5817719	2.0055487
373	.2488642185926437	.061723742634058	.020621415	-.36932039
374	-.7369492053985596	-.0894516855478287	-.54610258	-.20849636
375	-1.707810521125793	-1.837934494018555	-1.7673931	-1.6820424
376	.3370866179466248	.8826785087585449	.64788985	1.085023
377	.4430528283119202	-.5386208295822144	.09490826	-.47226986
378	.6968965530395508	.526781439781189	.96150398	.34713718
379	-2.645025968551636	-2.048746824264526	-2.5301433	-2.3292072
380	-.451753705739975	.0373928435146809	-.046193093	.35068798
381	-.6230016350746155	-.9553077816963196	-.81220353	-.83162415
382	-.4843136966228485	-.3619045913219452	-.31216267	-.28651044
383	-.0245367754250765	-1.145811200141907	.025069643	-1.1068993
384	-.9005767107009888	-.1590727418661118	-.3396062	-.5011704
385	1.278325438499451	.1143217533826828	1.4270288	.099813111
386	-.7190426588058472	-.6806585192680359	-.34084058	-1.2215261
387	-1.622535705566406	-1.949763417243958	-1.1140248	-2.1798849
388	.1443837881088257	.6285204291343689	.90011883	.42016485
389	-.5387154221534729	-.7013378143310547	-.47876221	-.93533587
390	-.0687680616974831	-.2107412368059158	.25527123	-.29983711
391	-.1898639798164368	-.7441853284835815	.036635943	-.93624496
392	-.1263459920883179	-.5683774948120117	.35276726	-.86390537
393	.6359277367591858	.6562545299530029	1.1737106	.25597602
394	1.288770437240601	.561149001121521	1.5128956	.16845757
395	-2.405437469482422	-1.403358817100525	-2.0357976	-1.9579798
396	.2306044399738312	1.128835678100586	.59885508	1.3557608
397	-.2775947153568268	-.9594500660896301	-.77581859	-.79226387
398	-.8643881678581238	-2.216444969177246	-.70100182	-2.1437967
399	-.7531141042709351	-1.144756436347961	.10848369	-1.5074947
400	.2719469666481018	1.141058444976807	1.0582395	.64541656
401	.5210193991661072	-.4806623160839081	.51578295	-.71033311
402	-.0983249768614769	.2605651915073395	.41157645	-.15884793
403	.9408085942268372	.7343944907188416	1.1437055	.52210951
404	.7571712732315063	-.495349645614624	.83922815	-.79619896
405	.5057348012924194	-.4381490051746368	1.1556027	-1.0127
406	-.4585747122764587	.0594960451126099	.39445609	-.70655501
407	-.1980277746915817	-.5447438955307007	.27358657	-.91449285
408	1.096121072769165	.769896924495697	1.6354434	.38611445
409	-.0955989435315132	-.3719300031661987	.20197687	-.91027308
410	-.9938477873802185	-1.240435361862183	-.47811818	-1.594308
411	1.190031886100769	-.1899356544017792	1.8437505	-.47698078
412	.3015944063663483	.5241333842277527	1.09321	-.35646105
413	.9559831619262695	.3733852803707123	1.4621767	-.17083703
414	-.28919917345047	.4015278518199921	.23487234	-.23459393
415	.9905648827552795	.9200315475463867	1.1783235	.7557044
416	.2552649676799774	.6724837422370911	.23090982	.42786565
417	-.2964593470096588	-.4936481118202209	-.44111922	-.45765233
418	-.5711480975151062	-1.374910473823547	-.47465771	-1.3357584
419	-.5545009970664978	-1.416346430778503	-.029019088	-1.6272109
420	1.001554012298584	.4838007688522339	1.8064537	.0072451471
421	.4997818768024445	.837693989276886	1.0380955	.11728605
422	.471903920173645	-.3191317617893219	.72468954	-.69918412
423	1.011962294578552	.7625920176506042	1.5789613	.26296097
424	-1.470685839653015	-1.290524482727051	-1.1284779	-1.8432207
425	.3237696886062622	-.5519488453865051	.90683669	-.65352386
426	.0106312427669764	-.0612292848527431	.6094442	-.6200211
427	-.2611319422721863	-.7496989369392395	.23171186	-1.1794829
428	-2.370083570480347	-1.089460253715515	-1.7108285	-1.5359899
429	-.3036458492279053	-.299875795841217	-.048899472	-.076341346
430	.4889512658119202	1.049657940864563	.51245213	1.0463153
431	.7558625936508179	1.5534907579422	.38644058	1.6624045
432	-1.011748075485229	-.468775749206543	-1.7270181	-.12463062
433	-.848160982131958	-1.092008233070374	-1.3039511	-.43859017
434	.0230984259396791	.4604926705360413	-.14879183	.85049605
435	.4176760613918304	-1.561573505401611	-.052209515	-1.2469079
436	-.2377898395061493	-.5440110564231873	.37000129	-.89719963
437	.6344829797744751	.3877072930335999	1.1940832	-.02945311
438	1.424269676208496	.335172176361084	1.7972212	-.15129705
439	.8269894123077393	1.558047890663147	1.4418043	.79377031
440	.85686194896698	1.249975085258484	.8925181	.91138446
441	-.7280220985412598	-.4876547157764435	-.91595888	-.57124662
442	-.3268664181232452	.8164302110671997	-.31603077	1.0114398
443	-.9573488831520081	-1.724559903144836	-1.557878	-1.2947156
444	-.1931143403053284	-.2622480094432831	-.013119924	-.027511496
445	-.8125952482223511	-1.948166370391846	-.8027755	-1.9511719
446	-.1008365899324417	.3664847612380981	.63391668	.1022434
447	-.677221417427063	.2201594859361649	-.53816813	-.0027341642
448	1.120492458343506	.3561851978302002	.9604091	.57063222
449	1.480613708496094	1.464073538780212	1.4834204	1.2510996
450	-.474084347486496	-1.447789669036865	-.65460801	-1.665828
451	-.4218628704547882	-.5873726606369019	.21466872	-.82527786
452	-.1913287937641144	.0229292064905167	.28571075	-.31052163
453	1.060317635536194	-.0368036776781082	1.3012917	-.24424447
454	-.5478991866111755	-.7452187538146973	-.035389438	-1.3390088
455	.5412530899047852	1.102201342582703	1.2001407	.71465445
456	-.5289546847343445	.9110727310180664	-.52623969	.6454128
